樹之亭、巨石群！春光爛漫「翠山步道至大崙頭山」 乘風堡景觀台展望絕佳,2022-04-12 21:01:06,"2022/03/09 週三（2-1 翠山步道→大崙頭山）《春日暢遊翠山步道→小溪頭環狀步道→大崙頭尾山→論劍山→剪刀石山→金面山》【小百岳集起來】#008 內湖大崙頭山 H476m,臺北市加密控制點...",https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/03/17/0/16558302.jpg&s=Y&x=0&y=0&sw=1280&sh=710&exp=3600&w=600
訓練心得／陽明山人車分道大體驗,2022-04-06 09:36:39,Date：2022/4/5Total distance：4.3 kmTime spent moving：59 min趁著清明連假最後一天，隻身在台北的自由時光，決定來挑戰陽明山上人車分道的健行路線。...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/04/06/0/16537194.jpg&s=Y&x=0&y=0&sw=803&sh=535&exp=3600&w=600
公車可抵達！台北北投「紗帽山」高CP值步道平易近人　山林有歷史底蘊,2022-04-04 15:30:06,紗帽山交通、停車場、廁所區域、難度、行程規劃懶人包！因外形看似古代官員的烏紗帽而得其名。紗帽山步道全長僅2.2公里，是CP值很高的一條步道，步道皆為石階路線，短短的路程中，蘊藏了豐富的歷史遺跡！沿途...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/03/08/0/16520716.jpg&s=Y&x=0&y=0&sw=1280&sh=853&exp=3600&w=600
A Quest for Spring Flowers: Purple Blossoms Throughout Taipei,2022-03-31 09:49:04,【Author Catherine Shih】【Photographer Geotechnical Engineering Office and Hydraulic Engineering Offi...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/03/31/draft/16504414.jpg&s=Y&x=0&y=0&sw=720&sh=480&exp=3600&w=600
春の花を求めて 台北に咲く紫色の花,2022-03-31 09:49:04,【文: Catherine Shih】【編集:下山敬之】【写真: 北投区農会、台北市政府工務局水利工程処、台北市政府工務局大地工程処】かつてアメリカのジョンソン大統領夫人であるレディ‧バード‧ジョン...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/03/31/draft/16504404.jpg&s=Y&x=0&y=0&sw=720&sh=480&exp=3600&w=600
台北／拍照打卡散心好去處 陽明山小油坑、竹子湖,2022-03-18 08:30:00,前山公園繞個小半圈，天氣就變了。臨時決定走陽金公路，到久未謀面的竹子湖、小油坑晃晃。細雨挾帶強風，著實有點兒冷，兩個地方都是拍照打卡便走。說起來，上回造訪都是近廿年前往事，竹子湖變化不小，臨時起意沒...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/03/16/106/16336363.jpg&w=600
第一屆台北山水鐵人挑戰賽 200人參賽抽出破萬大獎,2022-03-13 16:48:08,第一屆「2022 台北山水鐵人挑戰賽」今日於大佳河濱公園開賽，體育局表示，賽事結合台北親山近水的地理特色，突破了傳統三鐵的競賽模式，融合現今最風行的獨木舟、河濱鐵馬路線及山徑路跑，本次賽事分為個人、...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/03/13/realtime/16265051.jpg&s=Y&x=0&y=0&sw=1279&sh=853&exp=3600&w=600
芬多精吸到飽　輕鬆征服北市第一高峰「七星山小百岳」,2022-03-12 20:55:06,時隔兩週，陽光先生終於願意露臉了，趕緊把年前連續三年都中籤的「111年春節登七星山，一起迎新春！」走完(有期間限定 2/1 至 2/15)。好幸運，今天沒什麼人...。登七星山小百岳，比較熱門的登山...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/02/16/0/16242691.jpg&s=Y&x=0&y=0&sw=1280&sh=853&exp=3600&w=600
原來山離我們這麼近  「臺北大縱走7＋1」一起來走山、拿登山扣環,2022-03-11 09:30:05,【旅奇傳媒/編輯部報導】臺北已設市百年，櫛比鱗次的高樓大廈、繁華的信義商圈、Taipei 101，是國內外遊客對於臺北的第一印象，無論歷史、人文、美食都有無比的吸引力，但您可能不知道，臺北位於盆地...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/03/09/0/16242318.jpg&s=Y&x=0&y=0&sw=1280&sh=710&exp=3600&w=600
山頂展望台景色遼闊　台北內湖「大崙頭尾山親山步道」易駕馭,2022-03-03 20:55:03,大崙頭山位在台北市士林區與內湖區交界， 海拔476公尺，山頂展望佳， 腹地大山頂處有座 乘風堡觀景平台 是內湖地區最高的山脈 ， 為編號8台灣小百岳之一，從碧山路46-7登山口， 到山頂距離不遠， ...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/01/29/0/16132406.jpg&s=Y&x=0&y=0&sw=1280&sh=853&exp=3600&w=600
台北／陽明山夢幻湖 都會寧靜公園內第一條寂靜山徑深入人心,2022-02-28 09:00:00,自古以來就有許多人不斷踏上這條道路，它的抵達所在神聖無比所以名之為「朝聖」，它的通往方式自然無為所以又稱為「返璞」，它指引著人們回到生命最初的美好，所以也有人說是「歸真」，不論有多少名稱，它都潛藏在...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/02/21/draft/16099543.jpg&w=600
「沒帶手機、掉到溪裡、連眼鏡都不見」謝金河難忘一次「受困」經驗 述山林冒險教會他的事,2022-02-25 11:16:54,【文 張孝瑜】理性與感性「兼容並蓄」的極致展現是什麼？是對數字的高度敏感，與對山林的極度熱愛。財經趨勢專家謝金河屢屢針對世界經濟趨勢、產業脈動提出犀利觀點，並且有絕佳記憶力，舉凡各財經大事、年代皆能...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/02/25/0/16124577.jpg&s=Y&x=0&y=94&sw=1140&sh=760&exp=3600&w=600
雙北、宜蘭／步步高昇！5條療癒身心讓人重新找回力量的步道,2022-02-22 10:30:00,過年期間難免大吃大喝、大玩特玩，原本喜氣洋洋的節日，一不小心就容易把自己弄得身心俱疲，阿美推薦5條可以讓人重新找回力量的步道，不只適合平日休閒走走，療癒身心，值此過年喜慶期間，更能帶來步步高昇的吉祥...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/02/21/106/16104850.jpg&w=600
25歲負債百萬不敢交女友 花16年還清負債娶到美嬌娘,2022-02-15 05:00:00,從小家中常被斷水斷電、25歲被朋友捲走所有積蓄….對蕭永濬來說，人生就像滿布尖銳咕咾石的「天堂路」，因為堅信努力到最後，一定會有甜美果實，他願意忍受一路割傷流血，仍然繼續往前爬。如今找回健康新常軌的...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/11/29/0/14653104.jpg&w=600
感受大自然的生命力 走進陽明山國家公園,2022-02-10 16:15:26,【文－張雅琳 攝影－高讚賢、林后駿、許宜容 圖－台北市公園路燈工程管理處】位於台北近郊的陽明山國家公園可說是台北人的後花園，只要興之所至，即能跳上公車，不多時就能抵達這處大自然寶庫。陽明山獨特的火山...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/02/10/draft/15914502.jpg&s=Y&x=0&y=0&sw=1200&sh=800&exp=3600&w=600
登山健行消耗卡路里 開心健康過年小秘訣,2022-02-01 00:39:11,現代人過年，除夕夜吃團圓飯比平常豐盛許多，當晚所攝取的卡路里必定超標。可以預期的是，接下來幾天新春假期，勢必還得食用過多的剩餘食物。為了避免體重增加，近幾年我已學會把過年當平常日子過。年菜控制在兩、...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/01/25/realtime/15542043.jpg&s=Y&x=0&y=1224&sw=1280&sh=853&exp=3600&w=600
開心健康過年小祕訣／登山健行消耗卡路里,2022-02-01 00:39:11,現代人過年，除夕夜吃團圓飯比平常豐盛許多，當晚所攝取的卡路里必定超標。可以預期的是，接下來幾天新春假期，勢必還得食用過多的剩餘食物。為了避免體重增加，近幾年我已學會把過年當平常日子過。年菜控制在兩、...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/01/25/realtime/15542043.jpg&s=Y&x=0&y=1224&sw=1280&sh=853&exp=3600&sl=W&w=600
陽明山東西大縱走！ 絕美芒花、淘氣雲霧、最美夕陽 挑戰身心靈從白天走到黑夜,2022-01-22 07:59:07,一座陽明山濃縮了幾百種迷人樣貌，每一次來總是挑一段細細品味，而這次趁著芒花季節把一段段的步道接起來連走，用一天時間踏上陽明山東西大縱走，串起陽明山的美，也串起從小大到大的每段記憶。陽明山大縱走交通資...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/12/04/0/15422032.jpg&s=Y&x=0&y=0&sw=1280&sh=710&exp=3600&w=600
捲捲草、賞鷹台、草地飛球！ 一望無際墾丁專屬的天空藍　屏東「社頂自然公園步道」景觀生態豐富,2022-01-16 21:00:02,社頂自然公園步道位在屏東恆春鎮與墾丁森林遊樂區並列墾丁國家公園兩大森林區豐富多樣的地質與植物生態以放牧小徑改建的簡易步道保留其原始風貌，行走其中， 石灰岩洞， 珊瑚礁岩， 蟲鳴蝴蝶....讓人驚嘆連...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/11/30/0/15263791.jpg&s=Y&x=0&y=0&sw=1280&sh=710&exp=3600&w=600
獨／院長專訪 生活簡單 太太做這件事讓陳威明深感幸福,2022-01-16 12:45:07,「我的嗜好只有兩個，一個是登山，一個是攝影。」台北榮總院長陳威明說，透過攝影可以看到美麗的風景，身心就會感到舒緩，爬山則是維持健康，但最重要的是「生活簡單」，讓內心隨時感到滿足、快樂，且從醫以來，太...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/01/16/realtime/15344606.jpg&s=Y&x=0&y=0&sw=1279&sh=863&exp=3600&w=600
交通親民的山景！陽明山東西大縱走東段，風櫃嘴到小油坑再攀小百岳七星山,2022-01-13 20:55:09,《陽明山東西大縱走東段》腳很癢，有蒐集控，想要拍美照，想看看山景，又想要交通方便，一日行程，撤退容易的路線，肯定首選是大台北地區的山兒們。台北盆地地形樣貌多變化，有非常多的山可以走。 台北市政府剛好...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/11/26/0/15188464.jpg&s=Y&x=0&y=0&sw=1280&sh=853&exp=3600&w=300
跑步小品／十年磨出3100英哩賽亞洲第一人–羅維銘,2022-01-11 09:38:29,距離「鐵大」羅維銘3100英哩完賽至今已經兩個半多月，他仍被各方邀請分享自己這項驚人的紀錄，也在思考出書，最近還被總統接見；「肉腳的跑步人蔘」podcast很榮幸邀請他上節目，當天羅維銘身穿寶藍色上...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/01/11/0/15224905.jpg&s=Y&x=0&y=32&sw=805&sh=537&exp=3600&w=300
自行車／永不放棄陽金P字道 我的第一場單車賽,2022-01-11 09:28:34,當初默默報名，要推坑同學結果自己也跳進去，所以想說騎多少算多少，因為很少騎長距離，還是爬升2000以上，不會抽車就慢慢騎，永不放棄我做到了。還記得2016那年去爬七星山，開車上陽明山的路途中，看到旁...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/01/11/0/15224734.jpeg&s=Y&x=0&y=108&sw=603&sh=402&exp=3600&w=300
全台最夯小百岳TOP10！「苗栗版富士山」蟬聯第一名　恆春半島唯一高山也上榜,2022-01-07 13:00:07,繼年度回顧「全台各縣市熱門步道」統計後，山友們最愛蒐集的小百岳也要揭曉一下啊！健行筆記根據路線資料庫的統計，整理出2021年小百岳中最熱門的前10名，一起來看看分別是哪些吧！▊小百岳TOP1：加里山...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/01/03/0/15096220.jpg&s=Y&x=0&y=0&sw=1280&sh=712&exp=3600&w=300
台北／陽明山雪白梅花怒放 藍天當背景真是漂亮極了！,2022-01-01 11:00:00,不經一番寒徹骨，焉得梅花撲鼻香12月中旬社群網站就傳來陽明山梅花開了的消息，還有照片為證，感覺氣候變遷天氣越來越怪異，時序邁入12月，居住的北部卻是一點都沒有像往年冬天那樣濕濕冷冷的氣候，厚衣厚被還...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/12/27/106/14961711.jpg&w=300
再累都值得！台北「陽明山東西大縱走」半程登山路線，沿途都是無價美景,2021-12-25 10:00:02,台北人的後花園「陽明山」每到假日上山人潮絡繹不絕，因為這座後花園裡有10座山頭、12條登山步道，多樣的路線和豐富的生態環境讓人根本玩不膩！這次要介紹的是其中非常受歡迎的路線 - 東西向大縱走（半程）...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/12/21/105/14860202.jpg&s=Y&x=0&y=0&sw=1280&sh=853&exp=3600&w=300
始まりと終わりを告げる季節 台北のコントラストと冬のイベント,2021-12-17 07:57:07,【文: Rick Charette】【編集: 下山敬之】【写真: 台北市政府観光伝播局、Samil Kuo、Yengping、Taiwan Scene、福来許】その土地の特徴を知るポイントのひとつに...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/12/16/draft/14800550.jpg&s=Y&x=57&y=0&sw=606&sh=405&exp=3600&w=300
"With Each Ending, a Beginning: Hellos and Goodbyes in a Taipei Winter",2021-12-16 09:51:38,"【Author Rick Charette】【Photographer Department of Information and Tourism, Taipei City Government, ...",https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/12/14/draft/14784484.jpg&s=Y&x=57&y=0&sw=606&sh=405&exp=3600&w=300
台北／季節限定美景 北投硫磺谷秋芒搭配縷縷白煙,2021-12-15 10:30:00,又到了秋天賞芒的季節，友人告知北投的硫磺谷風景優美，是以前採硫磺遺留下的獨特地理景觀，大自然地質教室，走起來不累，秋冬季節還有隨風起伏的芒花搭配縷縷白煙，值得來此一遊。因此選了個好天氣下午來此，想要...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/12/14/draft/14780013.jpg&w=300
黃愉婷／一起釋放照顧壓力！讓家事移工擁有生活也擁抱自我,2021-12-03 09:09:13,本報導由「我的移工家人」線上展部分支持，Right Plus獨立完成。「我喜歡跳舞、爬山，也喜歡淨灘，因為可以認識並見到很多朋友，能讓我的心情變好。」來自印尼的英塔莉（Indri）今年45歲，12年...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/12/02/0/14677804.jpeg&s=Y&x=0&y=9&sw=798&sh=532&exp=3600&w=300
滿山綠意盡收眼簾！北投登中正山　竹子湖竟曾是台灣蓬萊米的勝地,2021-12-01 07:55:05,原文轉載竹子湖美麗的海芋田是陽明山知名景點，但是你可知道過去竹子湖曾經是稻田？甚至還成功種植出台灣的「蓬萊米」？還有蓬萊米其實也並不是台灣原生種？這一天我從北投登上中正山，然後再沿山徑造訪竹子湖，且...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/10/15/0/14646011.jpg&s=Y&x=0&y=0&sw=1280&sh=853&exp=3600&w=300
畫家許合和80歲個展「藝旅風情」 淡然中見溫情,2021-11-30 11:47:15,畫家許合和近期舉辦80歲個展「藝旅風情」，53幅作品呈現他的旅行見聞，以及近期以「淡然而灰」的色調捕捉底層人物生活與浮光掠影，恬淡中見溫情，目前正在台北國父紀念館展出。許合和接受中央社記者專訪時表示...,https://pgw.udn.com.tw/gw/photo.php?u=https://udn.com/upf/2017_news/noimg_cid12659_1.jpg&w=300
疫情後開始登山  不靠藥物、節食減重30公斤,2021-11-29 09:29:53,從小家中常被斷水斷電、25歲被朋友捲走所有積蓄….對蕭永濬來說，人生就像滿布尖銳咕咾石的「天堂路」，因為堅信努力到最後，一定會有甜美果實，他願意忍受一路割傷流血，仍然繼續往前爬。如今找回健康新常軌的...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/11/29/0/14653132.jpg&s=Y&x=179&y=244&sw=395&sh=263&exp=3600&sl=W&w=300
25歲負債百萬不敢交女友 花16年還清負債娶到美嬌娘,2021-11-29 09:16:10,從小家中常被斷水斷電、25歲被朋友捲走所有積蓄….對蕭永濬來說，人生就像滿布尖銳咕咾石的「天堂路」，因為堅信努力到最後，一定會有甜美果實，他願意忍受一路割傷流血，仍然繼續往前爬。如今找回健康新常軌的...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/11/29/0/14653104.jpg&s=Y&x=287&y=226&sw=377&sh=251&exp=3600&w=300
「熊愛關渡！2021北投水稻地景藝術」閃亮登場,2021-11-20 12:05:10,關渡稻田有「熊」出沒。北市產業局為推廣關渡水稻文化及營造「生產、生活、生態」運用三生共榮的農地多樣化，與北投區農會推出即日起至12月5日在關渡平原(近忠義捷運站)，以「熊愛關渡」為主題，精心打造了六...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/11/20/realtime/14595500.jpg&s=Y&x=0&y=9&sw=1279&sh=852&exp=3600&w=300
「熊愛關渡！2021北投水稻地景藝術」閃亮登場,2021-11-20 12:05:10,關渡稻田有「熊」出沒。北市產業局為推廣關渡水稻文化及營造「生產、生活、生態」運用三生共榮的農地多樣化，與北投區農會推出即日起至12月5日在關渡平原(近忠義捷運站)，以「熊愛關渡」為主題，精心打造了六...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/11/20/realtime/14595500.jpg&s=Y&x=0&y=9&sw=1279&sh=852&exp=3600&w=300
台北必訪步道人氣TOP1！七星山主、東峰登山步道　滿山芒花最壯觀,2021-11-19 07:59:03,七星山主峰高1120公尺，台北市的最高峰，每年秋季滿山遍野的芒花甚是壯觀，是熱門的登山路線之一，山頂有一顆一等三角點，可以360度的全覽北市、北海岸等地，列名台灣小百岳編號2。健行筆記於2019年票...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/10/05/0/14550010.jpg&x=&y=&sw=&sh=&exp=3600&w=300
5大北部花海超好拍！台版富良野、普羅旺斯花毯、士林官邸菊展　還能在花叢露營賞星星,2021-11-15 13:27:09,北部花仙子出動！11月花季陸續登場，今天為大家盤點台北、桃園的5大最美花海，不僅有台北最大秋季花展、台版富良野、台版普羅旺斯等，還能夜宿花叢觀星，大部分還只要搭捷運、公車就能抵達，趕快跟著踩點去吧！...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/11/15/0/14558922.jpg&s=Y&x=0&y=0&sw=1280&sh=853&exp=3600&w=300
5大北部花海超好拍！台版富良野、普羅旺斯花毯、士林官邸菊展　還能在花叢露營賞星星,2021-11-15 13:27:09,北部花仙子出動！11月花季陸續登場，今天為大家盤點台北、桃園的5大最美花海，不僅有台北最大秋季花展、台版富良野、台版普羅旺斯等，還能夜宿花叢觀星，大部分還只要搭捷運、公車就能抵達，趕快跟著踩點去吧！...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/11/15/0/14558922.jpg&s=Y&x=0&y=0&sw=1280&sh=853&exp=3600&w=300
2021全台花海攻略！苗栗銅鑼雪白杭菊、彰化波波草飄仙氣　秋冬賞花更浪漫,2021-11-11 11:59:02,台灣四季怡人，不僅在春天、夏天有五彩繽紛的花海可以欣賞，微涼的秋日與涼爽的冬天也有特別又充滿意境的花海可以走走看看，拍攝美麗的照片喔！Ready Go 精選全台花季攻略，讓你在秋冬賞花的同時還能與親...,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2021/11/09/105/14528792.jpg&s=Y&x=0&y=0&sw=1280&sh=853&exp=3600&w=300
